,changeset,lon,id,timestamp,lat,tags,version,addr:city,addr:country,addr:housenumber,addr:postcode,addr:place,addr:street,email,name,opening_hours,operator,phone,url,website,amenity,drinking_water,fountain,ice_cream,source,start_date,wikipedia,geometry,osm_type,addr:housename,building,building:levels,gambling,internet_access
310,,,194336591,1627121790,,,7,,,,,,,,Casa del Quartiere San Salvario,,,,,http://www.casadelquartiere.it,community_centre,,,,,,,"POLYGON ((7.677849 45.0542007, 7.67829 45.0541194, 7.6783033 45.0541065, 7.6783151 45.0540951, 7.6782834 45.0540124, 7.6781869 45.05403, 7.6781935 45.0540477, 7.6781854 45.054049, 7.67817 45.0540665, 7.6781718 45.0540703, 7.6778229 45.0541318, 7.677849 45.0542007))",way,,yes,,,
311,,,197021081,1355845313,,,1,,,,,,,,Teatro Incontro,,,,,,theatre,,,,,,,"POLYGON ((7.3370552 44.8918209, 7.3370277 44.8918682, 7.3371059 44.8918894, 7.3369251 44.8920411, 7.3370584 44.8921927, 7.3373295 44.8921601, 7.3373422 44.8919613, 7.3374939 44.8920041, 7.3375214 44.8919568, 7.3370552 44.8918209))",way,,yes,,,
312,,,197378640,1635110680,,"{""wheelchair"":""no""}",4,,,,,,,,Cinema Ritz,,,,,,cinema,,,,,,,"POLYGON ((7.3293198 44.8891589, 7.3291439 44.888782, 7.328956 44.888826, 7.3291318 44.8892029, 7.3293198 44.8891589))",way,,yes,,,
313,,,197676518,1383502610,,"{""alt_name"":""G.E.R.I. - Gruppo Emergenza Ricerca Intervento""}",3,,,,,,,,Protezione Civile Ivrea,,,,,,community_centre,,,,,,,"POLYGON ((7.882767 45.4549219, 7.8825858 45.4551294, 7.882726 45.4551897, 7.8830801 45.4553419, 7.8831011 45.4553178, 7.8832046 45.4553623, 7.8832987 45.4554032, 7.8833227 45.4553752, 7.8834189 45.4554166, 7.883548 45.4552689, 7.8838044 45.4549771, 7.8835628 45.4548732, 7.8830153 45.4546377, 7.8829399 45.4547241, 7.882767 45.4549219))",way,,,,,
314,,,204949701,1479285402,,,2,,,,,,,,centro polivalente,,,,,,community_centre,,,,,,,"POLYGON ((8.0950548 45.1595303, 8.0947668 45.1592378, 8.0949572 45.1591445, 8.0952452 45.159437, 8.0950548 45.1595303))",way,,yes,,,
315,,,206983659,1553411400,,,4,,,,,,,,CSOA Gabrio (ex-Scuola Media Statale Pezzani),,,,,https://gabrio.noblogs.org/,social_centre,,,,,,,"POLYGON ((7.6487286 45.0590482, 7.649267 45.0588319, 7.6493379 45.05892, 7.6489823 45.0590629, 7.6490323 45.059125, 7.6491053 45.0590957, 7.6493199 45.0593622, 7.6491068 45.0594478, 7.6488916 45.0591805, 7.6489728 45.0591479, 7.6489273 45.0590914, 7.6487587 45.0591591, 7.6488167 45.059231, 7.6484449 45.0593804, 7.6483549 45.0592686, 7.6487713 45.0591013, 7.6487286 45.0590482))",way,,yes,,,
316,,,207598040,1563295958,,,2,,,,,,,,,,,,,,theatre,,,,,,,"POLYGON ((7.5791153 45.4103523, 7.5793037 45.4103723, 7.5793443 45.4101844, 7.5791558 45.4101644, 7.5791153 45.4103523))",way,,yes,,,
317,,,208624609,1570808849,,,2,,,,,,,,Teatro Stabile di Torino,,,,,,theatre,,,,,,,"POLYGON ((7.6914321 45.0691837, 7.6916003 45.0690493, 7.6916978 45.0691605, 7.6916355 45.0692142, 7.6917037 45.0692789, 7.6917173 45.0692899, 7.6916413 45.0693477, 7.691623 45.0693359, 7.6915302 45.0692761, 7.6915438 45.0692637, 7.6914698 45.0692224, 7.6914854 45.0692101, 7.6914321 45.0691837))",way,,yes,,,
318,,,212005239,1645432665,,"{""operator:type"":""community""}",2,,,,,,,,,,Associazione La Turinella,,,,community_centre,,,,,,,"POLYGON ((7.2538627 44.8861409, 7.2541239 44.8860874, 7.2541054 44.8860418, 7.2538441 44.886096, 7.2538339 44.8860706, 7.2537693 44.8860846, 7.2537874 44.8861251, 7.2538484 44.8861125, 7.2538627 44.8861409))",way,,yes,,,
319,,,219077878,1616324195,,,3,,,,,,,,Padiglione Argento,,Coop. Alce Rosso,,,,community_centre,,,,,,,"POLYGON ((7.8657346 45.45083, 7.8658576 45.4506838, 7.866081 45.4507762, 7.8659581 45.4509224, 7.8657346 45.45083))",way,,yes,,,
320,,,219077879,1616324195,,,3,,,,,,,,Padiglione Blu,,Coop. Alce Rosso,,,,community_centre,,,,,,,"POLYGON ((7.8667749 45.452179, 7.8668807 45.4520505, 7.8670863 45.4521339, 7.8669806 45.4522623, 7.8667749 45.452179))",way,,yes,,,
321,,,219077880,1616324195,,,3,,,,,,,,Padiglione Oro,,Coop. Alce Rosso,,,,community_centre,,,,,,,"POLYGON ((7.8662373 45.450852, 7.8663788 45.4506932, 7.8665854 45.4507838, 7.8664438 45.4509426, 7.8662373 45.450852))",way,,yes,,,
322,,,219077881,1616324195,,,3,,,,,,,,Padiglione Rosso,,Coop. Alce Rosso,,,,community_centre,,,,,,,"POLYGON ((7.8669165 45.4519252, 7.8671098 45.4520114, 7.8672408 45.4518667, 7.8670475 45.4517806, 7.8669165 45.4519252))",way,,yes,,,
323,,,219077882,1616324195,,,3,,,,,,,,Padiglione Verde,,Coop. Alce Rosso,,,,community_centre,,,,,,,"POLYGON ((7.8671515 45.4519745, 7.8670401 45.4520986, 7.8672189 45.4521776, 7.8673303 45.4520534, 7.8671515 45.4519745))",way,,yes,,,
324,,,219077883,1367050939,,,1,,,,,,,,,,Coop. Alce Rosso,,,,community_centre,,,,,,,"POLYGON ((7.8660301 45.4519017, 7.8659818 45.4519732, 7.8662244 45.4520539, 7.8662727 45.4519824, 7.8660301 45.4519017))",way,,yes,,,
325,,,219524330,1395622648,,,2,,,,,,,,,,,,,,community_centre,,,,,,,"POLYGON ((7.8238935 45.5403402, 7.8238636 45.5403042, 7.823852 45.5402403, 7.8238586 45.5401973, 7.8238665 45.540163, 7.8239012 45.5401166, 7.8239548 45.5400768, 7.8239958 45.5400503, 7.8240432 45.5400392, 7.8240905 45.5400348, 7.8244754 45.5401497, 7.8245038 45.5401917, 7.8245101 45.5402293, 7.8245164 45.5402801, 7.8245038 45.5403066, 7.8244912 45.5403464, 7.8244691 45.5403751, 7.8244312 45.5404105, 7.8243997 45.5404348, 7.8243466 45.5404479, 7.8242453 45.5404479, 7.8242221 45.5404886, 7.8242072 45.5405141, 7.8241856 45.5405339, 7.8241441 45.5405513, 7.8240877 45.5405606, 7.8240462 45.5405502, 7.8240097 45.5405374, 7.8239831 45.5405153, 7.8239682 45.5404921, 7.8239632 45.5404595, 7.8240096 45.5403751, 7.823925 45.540353, 7.8238935 45.5403402))",way,,,,,
326,,,223468829,1603267552,,,3,,,,,,,,Cinema Teatro Agnelli,,,,,,cinema,,,,,,,"POLYGON ((7.6433605 45.0320647, 7.6432873 45.0319636, 7.643471 45.0318972, 7.6434625 45.0318855, 7.6437939 45.0317658, 7.6438755 45.0318787, 7.6433605 45.0320647))",way,,yes,,,
327,,,237930237,1379163203,,,1,,,,,,,,,,,,,,fountain,,,,,,,"POLYGON ((7.6312086 45.1296652, 7.6311907 45.1296531, 7.6311737 45.1296337, 7.6311536 45.129604, 7.6311421 45.1295683, 7.6311385 45.1295462, 7.6311399 45.1295274, 7.6311562 45.1295229, 7.6311737 45.1295374, 7.6311897 45.1295578, 7.63121 45.1295916, 7.6312189 45.1296219, 7.6312249 45.1296445, 7.631222 45.1296622, 7.6312086 45.1296652))",way,,,,,
328,,,247817594,1385210723,,,1,,,,,,,,,,,,,,fountain,,,,,,,"POLYGON ((7.6340122 45.1307879, 7.6339875 45.1307751, 7.6339852 45.1307666, 7.6339984 45.1307552, 7.6340235 45.1307546, 7.634035 45.1307641, 7.6340292 45.1307851, 7.6340122 45.1307879))",way,,,,,
329,,,255360439,1441026635,,,2,,,,,,,,Discoteca Piper,,,,,,nightclub,,,,,,,"POLYGON ((7.5300749 44.8329999, 7.5305512 44.8330328, 7.530624 44.8325031, 7.5300498 44.8324634, 7.5299982 44.8328387, 7.5300961 44.8328455, 7.5300749 44.8329999))",way,,yes,,,
330,,,257509740,1390240379,,,1,,,,,,,,,,,,,,fountain,,,,,,,"POLYGON ((7.6849913 45.0307844, 7.6849427 45.0306877, 7.6851304 45.0306405, 7.685179 45.0307372, 7.6849913 45.0307844))",way,,,,,
331,,,257509741,1390240379,,,1,,,,,,,,,,,,,,fountain,,,,,,,"POLYGON ((7.6852964 45.0307094, 7.6852501 45.0306192, 7.6855335 45.0305465, 7.6855798 45.0306367, 7.6852964 45.0307094))",way,,,,,
332,,,257509742,1390240379,,,1,,,,,,,,,,,,,,fountain,,,,,,,"POLYGON ((7.6856951 45.0306035, 7.6856467 45.0305086, 7.6858253 45.0304631, 7.6858737 45.030558, 7.6856951 45.0306035))",way,,,,,
333,,,284486295,1401130369,,,1,,,,,,,,,,,,,,fountain,no,,,,,,"POLYGON ((7.7617136 45.3923317, 7.761747 45.3923468, 7.7617712 45.3923204, 7.7617378 45.3923053, 7.7617136 45.3923317))",way,,,,,
334,,,287317045,1402422250,,,1,,,,,,,,Salone Plurioso di Agliè,,,,,,community_centre,,,,,,,"POLYGON ((7.7658464 45.3681069, 7.7659078 45.3681103, 7.766062 45.3680632, 7.7660979 45.3680281, 7.7661288 45.3680301, 7.7662176 45.3679968, 7.7662226 45.3679589, 7.7661442 45.3679146, 7.7661133 45.3679126, 7.7661001 45.3678927, 7.7660873 45.3678734, 7.7659482 45.3678084, 7.765887 45.3678036, 7.7658743 45.3677837, 7.7657895 45.3677457, 7.76574 45.3677612, 7.7657235 45.3678309, 7.7657362 45.3678509, 7.7657003 45.367886, 7.7656693 45.367884, 7.7655806 45.3679173, 7.7655755 45.3679552, 7.765654 45.3679995, 7.7656849 45.3680015, 7.7657109 45.3680407, 7.7656931 45.3680587, 7.7656907 45.3681294, 7.7657352 45.3681511, 7.7658287 45.3681249, 7.7658464 45.3681069))",way,,yes,,,
335,,,288063703,1402756089,,,1,,,,,,,,,,,,,,fountain,,,,,,,"POLYGON ((7.0508259 45.1392014, 7.050861 45.1392024, 7.0508964 45.1392034, 7.0509252 45.1392043, 7.0509266 45.1391806, 7.0509283 45.1391507, 7.0509293 45.139134, 7.050901 45.1391332, 7.0508609 45.139132, 7.0508301 45.1391311, 7.0508289 45.1391513, 7.0508272 45.1391795, 7.0508259 45.1392014))",way,,,,,
336,,,288125510,1402789922,,,1,,,,,,,,Salone Polifunzionale di Bessolo,,,,,,community_centre,,,,,,,"POLYGON ((7.8407237 45.3634909, 7.8408956 45.363515, 7.8409197 45.3634306, 7.8407477 45.3634064, 7.8407436 45.363421, 7.8407237 45.3634909))",way,,yes,,,
337,,,288619589,1441787444,,"{""alt_name"":""Salone Pluriuso di Cascine di Romano"",""loc_name"":""Mulino di Cascine di Romano""}",2,,,,,,,,Sala Polifunzionale di Cascine di Romano,,,,,,community_centre,,,,,,,"POLYGON ((7.8672847 45.3990208, 7.8675116 45.3991408, 7.8676148 45.3990445, 7.8673799 45.3989202, 7.8673479 45.3988705, 7.86739 45.3988572, 7.8673562 45.3988045, 7.8671814 45.3988599, 7.8672847 45.3990208))",way,,civic,,,
338,,,288741816,1607722180,,,3,,,,,,,,Teatro San Martino,,,,,,theatre,,,,,,,"POLYGON ((7.5114433 45.0680623, 7.5114277 45.0680268, 7.5113909 45.0679427, 7.5118432 45.0678555, 7.5118838 45.0679601, 7.5114433 45.0680623))",way,,yes,,,
339,,,288789250,1486549110,,"{""wheelchair"":""yes""}",8,,,,,,,,Oratorio,,,,,,community_centre,,,,,,,"POLYGON ((7.5172389 45.0700049, 7.517363 45.069982, 7.5178249 45.069901, 7.5178576 45.0699793, 7.5172643 45.0700887, 7.5172429 45.070018, 7.5172389 45.0700049))",way,,yes,,,
340,,,290765709,1441706359,,,2,,,,,,,,Salone Pluriuso Falconieri,,,,,,community_centre,,,,,,,"POLYGON ((7.7934182 45.3333298, 7.7933935 45.3332452, 7.7932576 45.3332648, 7.7932414 45.3332092, 7.793104 45.333229, 7.7931156 45.3332687, 7.792822 45.333311, 7.7928946 45.3335598, 7.7929212 45.3335559, 7.7929368 45.3336094, 7.7930791 45.3335889, 7.7930721 45.333565, 7.7930889 45.3335626, 7.7930857 45.3335515, 7.7933349 45.3335156, 7.7933242 45.3334787, 7.7933845 45.33347, 7.7933466 45.3333401, 7.7934182 45.3333298))",way,,civic,,,
341,,,291922551,1621525190,,,3,,,,,,,,,,,,,,cinema,,,,,,,"POLYGON ((7.6199585 45.0739535, 7.6201955 45.0739667, 7.620292 45.073961, 7.6204342 45.0739023, 7.6203806 45.0735481, 7.6200506 45.0735519, 7.6200138 45.0738359, 7.6199632 45.0738358, 7.6199585 45.0739535))",way,,cinema,,,
342,,,293093748,1587366782,,,5,Mappano,,,10072,,Piazza Giovanni Paolo II,,Tensostruttura Beato Giovanni Paolo II,,,,,,community_centre,,,,,,,"POLYGON ((7.7011825 45.1489525, 7.701121 45.148827, 7.7014818 45.1486688, 7.7016179 45.1488828, 7.7011825 45.1489525))",way,,roof,,,
343,,,293971639,1504104465,,,5,Pianezza,,19,10044,,Via Rosselli,,Multisala Lumiere,,,,,,cinema,,,,,,,"POLYGON ((7.5462949 45.1013982, 7.5464848 45.1014483, 7.5466454 45.1011381, 7.546453 45.1010896, 7.5462949 45.1013982))",way,,yes,,,
344,,,300294210,1556915480,,"{""wheelchair"":""yes""}",6,,,,,,,,Ideal Cityplex,,,+39 011 5214316,,http://www.idealcityplex.it/,cinema,,,,,,,"POLYGON ((7.671289 45.0772247, 7.6708103 45.0774029, 7.6710333 45.0777226, 7.6710432 45.0777167, 7.6712032 45.0776067, 7.671195 45.0775719, 7.6713558 45.0775179, 7.6714795 45.0774753, 7.6714092 45.0773404, 7.6713182 45.0772207, 7.671289 45.0772247))",way,,cinema,,,
345,,,301162897,1441618425,,,2,,,,,,,,Salone Polivalente,,,,,,community_centre,,,,,,,"POLYGON ((7.0680451 45.1205407, 7.0681071 45.1202625, 7.0683286 45.1202467, 7.0683429 45.1203041, 7.0684018 45.1202983, 7.0684232 45.1204683, 7.0683886 45.1204733, 7.0683408 45.1204948, 7.0682981 45.1205271, 7.068292 45.1205486, 7.0680451 45.1205407))",way,,yes,,,
346,,,301174902,1592216125,,,3,,,,,,,,Margherita,,,,,,cinema,,,,,,,"POLYGON ((7.652244 45.3944342, 7.652475 45.3942733, 7.6525027 45.3942924, 7.6526251 45.3942289, 7.6527878 45.394368, 7.6526421 45.3944433, 7.6523724 45.3945581, 7.652244 45.3944342))",way,,,,,
347,,,304456922,1411340237,,,2,,,,,,,,,,,,,,fountain,,,,,,,"POLYGON ((7.7468217 45.1254082, 7.7468048 45.1254067, 7.7467945 45.1254137, 7.7467785 45.1254193, 7.7467799 45.1254273, 7.7467865 45.1254335, 7.7467922 45.1254384, 7.7468009 45.1254412, 7.746839 45.1254373, 7.7468385 45.1254235, 7.7468215 45.1254213, 7.7468217 45.1254082))",way,,,,,
348,,,304664732,1525354132,,,2,,,,,,,,Mitho,,,,,,nightclub,,,,,,,"POLYGON ((7.6142671 44.9353143, 7.6145122 44.9354896, 7.6150119 44.9351396, 7.6146945 44.9349125, 7.6143165 44.9351774, 7.6143887 44.935229, 7.6142671 44.9353143))",way,,yes,,,
349,,,306442516,1560240304,,,4,San Maurizio Canavese,,2,10077,Piazza degli Alpini,,,Sede Società Filarmonica La Novella,,,,,,social_centre,,,,,,,"POLYGON ((7.6293292 45.2131223, 7.6295653 45.2130537, 7.6295098 45.212959, 7.6292737 45.2130276, 7.6293292 45.2131223))",way,,yes,1,,
350,,,306713721,1412702202,,,1,,,,,,,,,,,,,,theatre,,,,,,,"POLYGON ((7.4888306 45.1072522, 7.4889725 45.1071007, 7.4885933 45.1069236, 7.4884513 45.1070751, 7.4888306 45.1072522))",way,,yes,,,
351,,,312859469,1527170475,,"{""contact:website"":""http://www.donboscorivoli.it/""}",4,,,,,,,,Oratorio San Giovanni Bosco,,,,,,social_centre,,,,,,,"POLYGON ((7.5509672 45.0705303, 7.551195 45.0711946, 7.5513023 45.0711762, 7.5513625 45.0711369, 7.551361 45.0711316, 7.5513184 45.0710092, 7.5513153 45.0710031, 7.5516267 45.0709479, 7.5514883 45.0705442, 7.5511229 45.0706067, 7.5510895 45.0705093, 7.5509672 45.0705303))",way,,yes,,,
352,,,316969848,1418403310,,,2,Moncalieri,,88,,,Via Pastrengo,,Fonderie Limone Moncalieri,,,,,,theatre,,,,,,,"POLYGON ((7.6665061 45.0055201, 7.6664518 45.0056802, 7.6663801 45.0056668, 7.6663855 45.0056515, 7.6662936 45.0056381, 7.6662855 45.0056658, 7.6661393 45.0056406, 7.6661467 45.005617, 7.6658355 45.0055646, 7.6658581 45.0055033, 7.665731 45.0054794, 7.6657762 45.0053472, 7.6659133 45.0053708, 7.6659344 45.0053062, 7.6659609 45.005225, 7.6658178 45.0052007, 7.6658904 45.0049845, 7.6658274 45.0048759, 7.6661729 45.0047857, 7.6663251 45.0050756, 7.6664283 45.0047683, 7.666721 45.0048259, 7.6665468 45.0053472, 7.6662265 45.0052954, 7.6662488 45.005235, 7.666187 45.0052251, 7.66608 45.0055358, 7.6661652 45.0055515, 7.6664058 45.0055922, 7.6664315 45.0055109, 7.6665061 45.0055201))",way,,yes,,,
353,,,322904675,1489829494,,,3,,,,,,,,Centrale,,,,,,cinema,,,,,,,"POLYGON ((7.6848353 45.0663873, 7.6853861 45.0662026, 7.685439 45.0662763, 7.6848944 45.0664634, 7.6848353 45.0663873))",way,,,,,
354,,,322909623,1532013815,,"{""elevator"":""yes"",""toilets:wheelchair"":""yes"",""wheelchair"":""yes""}",6,,,,,,,marxbros@tiscalinet.it,Fratelli Marx,,,+39 011 8121410,,https://fratellimarxcinema.wordpress.com/,cinema,,,,,,,"POLYGON ((7.7096322 45.0725008, 7.7095246 45.0728012, 7.7092712 45.072756, 7.7092981 45.0726809, 7.7094096 45.0727008, 7.7094546 45.0725751, 7.709427 45.0725702, 7.7094627 45.0724706, 7.7096322 45.0725008))",way,,yes,,,
355,,,327928610,1441640017,,"{""note"":""Sede di pubbliche attivit\u00E0 patrocinate dal Comune di Vidracco. Utilizzabile come edificio tattico per la Protezione Civile""}",3,Vidracco,,1/b,10080,,Piazza Cerattp,,Salone Pluriuso del Comune (piano rialzato) e Sede Proloco (piano seminterrato),,,,,,community_centre,,,,,,,"POLYGON ((7.759132 45.4306402, 7.7589107 45.4305197, 7.7590052 45.4304342, 7.7590894 45.430358, 7.7592645 45.4304534, 7.7592272 45.4304871, 7.7592734 45.4305122, 7.759132 45.4306402))",way,,yes,2,,
356,,,328038879,1477786246,,"{""EDIFC_USO"":""teatro, auditorium""}",2,,,,,,,,,,,,,,theatre,,,,,,,"POLYGON ((7.6486414 45.3916987, 7.648747 45.3916465, 7.6486524 45.3915408, 7.6486909 45.3915231, 7.6486646 45.3914938, 7.6486264 45.3915117, 7.6486173 45.3915015, 7.6485075 45.3915551, 7.6485606 45.391613, 7.6485958 45.3916513, 7.6485823 45.3916586, 7.6485919 45.391671, 7.6486079 45.3916637, 7.6486414 45.3916987))",way,,public_building,,,
357,,,350355994,1592237082,,,2,,,,,,,,,,,,,,community_centre,,,,,,,"POLYGON ((7.6213815 45.3821225, 7.621352 45.3821749, 7.6214593 45.3821994, 7.6214271 45.3822601, 7.6215612 45.3822955, 7.6216336 45.3821696, 7.6213815 45.3821225))",way,,yes,,,
358,,,359298658,1470997949,,,2,,,,,,,,,,,,,,fountain,,,,,,,"POLYGON ((7.352524 45.0419445, 7.3525255 45.0419563, 7.3525217 45.0419678, 7.3525131 45.0419779, 7.3525005 45.0419857, 7.3524851 45.0419903, 7.3524684 45.0419913, 7.3524504 45.0419882, 7.352435 45.0419808, 7.3524241 45.0419702, 7.352419 45.0419576, 7.3524202 45.0419445, 7.3524278 45.0419325, 7.3524407 45.0419231, 7.3524573 45.0419173, 7.3524758 45.0419159, 7.3524921 45.0419186, 7.3525065 45.0419247, 7.3525175 45.0419336, 7.352524 45.0419445))",way,,,,,
359,,,359365812,1633429495,,,3,,,,,,,,Auditorium Magnetto,,,,,,theatre,,,,,,,"POLYGON ((7.3957594 45.1165609, 7.3960124 45.1166364, 7.396096 45.1166626, 7.3962912 45.1164015, 7.3959097 45.1163035, 7.3957594 45.1165609))",way,,yes,,,
360,,,362002266,1437713160,,,1,,,,,,,,,,,,,,fountain,,,,,,,"POLYGON ((6.7935436 44.9970682, 6.7935576 44.9970687, 6.7935637 44.9970758, 6.793563 44.9970858, 6.7935529 44.997091, 6.7935409 44.99709, 6.7935355 44.9970824, 6.7935355 44.9970739, 6.7935436 44.9970682))",way,,,,,
361,,,365766097,1580116302,,,2,,,,,,,,Agorà,,Comune di Sangano,,,,community_centre,,,,,,,"POLYGON ((7.4510269 45.0265922, 7.4511881 45.0265376, 7.4510711 45.0263705, 7.4509098 45.0264252, 7.4509562 45.0264892, 7.4510269 45.0265922))",way,,yes,,,
362,,,378034509,1446580325,,"{""studio"":""video""}",3,,,,,,,,Teatro San Giorgio,,,,,,studio,,,,,,,"POLYGON ((7.818741 45.3186313, 7.818612 45.3186669, 7.8183857 45.3187292, 7.8182921 45.3185587, 7.8184205 45.3185242, 7.8186498 45.3184625, 7.818741 45.3186313))",way,,yes,,,
363,,,388091246,1451231677,,,1,Vinovo,,8,,,Via Roma,,Auditorium di Vinovo,,,,,,cinema,,,,,,,"POLYGON ((7.6319517 44.9481396, 7.6320193 44.9480706, 7.6320952 44.9479933, 7.6323293 44.9481083, 7.6321858 44.9482546, 7.6319517 44.9481396))",way,,yes,,,
364,,,392779522,1518547669,,,2,Lanzo Torinese,,,10074,,Piazza gen. Ottavio Rolle,,LanzoIncontra,,Città di Lanzo Torinese,,,,community_centre,,,,,,,"POLYGON ((7.4767376 45.2744965, 7.4766178 45.2743288, 7.4768035 45.2742532, 7.4767605 45.2742002, 7.4768675 45.274161, 7.4769574 45.2741308, 7.476981 45.2741245, 7.4770589 45.2742376, 7.4770164 45.274412, 7.4767376 45.2744965))",way,,yes,,,
365,,,397712905,1455405659,,,1,,,,,,,,Palafeste,,,,,,theatre,,,,,,,"POLYGON ((7.2960385 45.0514846, 7.2960484 45.0511843, 7.296262 45.0511857, 7.2962442 45.0514874, 7.2960385 45.0514846))",way,,yes,,,
366,,,405134552,1593355762,,"{""height"":""4""}",3,,,,,,,,Centro d'incontro di piazza Umbria,,,,,,events_venue,,,,,,,"POLYGON ((7.6687151 45.0846085, 7.6687044 45.0846577, 7.6687848 45.0846937, 7.6688144 45.0846861, 7.6688439 45.0847202, 7.6689029 45.084707, 7.6689002 45.0846918, 7.6690973 45.0846319, 7.6690316 45.0845043, 7.6688251 45.0845574, 7.6688063 45.0845384, 7.6687742 45.0845468, 7.6687553 45.0845517, 7.6687688 45.084582, 7.6687151 45.0846085))",way,,yes,1,,
367,,,411031498,1539690748,,"{""natural"":""water"",""tourism"":""attraction""}",3,,,,,,,,Grand Rondeau del Nettuno,,,,,,fountain,,,,,,,"POLYGON ((7.7076525 45.0583299, 7.7076984 45.0583268, 7.7077426 45.0583363, 7.7077783 45.058357, 7.7078 45.0583858, 7.7078044 45.0584183, 7.707791 45.0584495, 7.7077616 45.0584747, 7.7077209 45.05849, 7.7076749 45.0584932, 7.7076307 45.0584837, 7.7075951 45.058463, 7.7075733 45.0584342, 7.7075689 45.0584017, 7.7075824 45.0583705, 7.7076117 45.0583453, 7.7076525 45.0583299))",way,,,,,
368,,,411053212,1539690748,,"{""natural"":""water""}",2,,,,,,,,,,,,,,fountain,,,,,,,"POLYGON ((7.7085577 45.0578842, 7.7085741 45.0578925, 7.7085847 45.0579045, 7.7085881 45.0579185, 7.7085836 45.0579323, 7.7085719 45.0579439, 7.7085549 45.0579514, 7.7085351 45.0579537, 7.7085155 45.0579505, 7.7084991 45.0579423, 7.7084885 45.0579303, 7.7084852 45.0579163, 7.7084897 45.0579025, 7.7085013 45.0578909, 7.7085184 45.0578834, 7.7085382 45.057881, 7.7085577 45.0578842))",way,,,,,
369,,,411053232,1539690748,,"{""natural"":""water"",""tourism"":""attraction""}",3,,,,,,,,Fontana del Mascherone,,,,,,fountain,,,,,,,"POLYGON ((7.7091545 45.057502, 7.7091539 45.057529, 7.7091653 45.0575474, 7.7091894 45.0575617, 7.7092229 45.0575683, 7.7092497 45.057565, 7.7092853 45.0575408, 7.7092886 45.0575171, 7.7092417 45.0574745, 7.7091941 45.0574712, 7.7091545 45.057502))",way,,,,,
370,,,432388873,1485031049,,,2,,,,,,,,Associazione Bocciofila Trecate,,,,,,community_centre,,,,,,,"POLYGON ((7.6236631 45.0703496, 7.6238663 45.0703682, 7.6239845 45.0703387, 7.6237946 45.0699384, 7.6236631 45.0703496))",way,,,,,
371,,,436853051,1470997948,,,1,,,,,,,,,,,,,,fountain,,,,,,,"POLYGON ((7.3527259 45.0414051, 7.3527098 45.0414133, 7.3526908 45.0414172, 7.3526711 45.0414165, 7.3526528 45.0414113, 7.3526379 45.0414021, 7.3526281 45.04139, 7.3526245 45.0413766, 7.3526272 45.0413631, 7.3526358 45.041351, 7.3526495 45.0413414, 7.3526668 45.0413354, 7.352686 45.0413337, 7.3527048 45.0413364, 7.3527215 45.0413432, 7.3527342 45.0413535, 7.3527417 45.0413664, 7.3527427 45.0413803, 7.3527373 45.0413937, 7.3527259 45.0414051))",way,,,,,
372,,,439295144,1619885334,,,2,,,,,,,,Anfiteatro,,,,,,theatre,,,,,,,"POLYGON ((7.5457333 45.0960302, 7.5457369 45.0960495, 7.5457491 45.0960755, 7.5457674 45.0960979, 7.5457852 45.0961095, 7.5458258 45.0961232, 7.545867 45.0961242, 7.5459126 45.0961146, 7.5459472 45.0960991, 7.5459127 45.0960041, 7.545857 45.0959876, 7.5457333 45.0960302))",way,,yes,,,
373,,,440006938,1624702870,,,3,Rivalta di Torino,,,10040,,Via Balegno,,Mulino,,,,,,community_centre,,,,,,,"POLYGON ((7.5270334 45.0299166, 7.5268608 45.0299875, 7.5267231 45.0298202, 7.5268477 45.029769, 7.5269142 45.0298498, 7.5269622 45.0298301, 7.5270334 45.0299166))",way,Centro Incontri Il Mulino,yes,,,
374,,,443386028,1604315021,,"{""area"":""yes""}",2,,,,,,,,Habana,,,,,,nightclub,,,,,,,"POLYGON ((7.378991 45.0934229, 7.3801621 45.0929768, 7.3798801 45.0925809, 7.3797779 45.0924343, 7.3796704 45.0924219, 7.3796261 45.0924168, 7.3796075 45.0923862, 7.3787059 45.0926749, 7.3789259 45.0932567, 7.378991 45.0934229))",way,,,,,
375,,,450502528,1477955607,,,1,,,,,,,,Teatro Le Serre,,,,,,theatre,,,,,,,"POLYGON ((7.5745114 45.0623336, 7.574456 45.0622019, 7.574398 45.0621912, 7.5743602 45.0621663, 7.5743249 45.062177, 7.574277 45.0621236, 7.5743174 45.062104, 7.5742392 45.061878, 7.5743451 45.0618352, 7.5744232 45.0618192, 7.5745391 45.0618317, 7.5746198 45.0620613, 7.5746525 45.0620648, 7.5746475 45.0621218, 7.5746122 45.0621218, 7.5745971 45.0621627, 7.5745492 45.0621877, 7.574582 45.0623229, 7.5745114 45.0623336))",way,,yes,,,
